customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,postcode,state,property_valuation,target
202,Female,38,Librarian,Entertainment,Affluent Customer,Yes,16.0,55,4811,QLD,5,0
203,Male,71,Senior Quality Engineer,Argiculture,Mass Customer,Yes,11.0,54,2085,NSW,11,0
204,Male,56,Editor,Financial Services,Mass Customer,No,5.0,42,3084,VIC,10,1
205,Male,18,Administrative Assistant II,Financial Services,Mass Customer,Yes,6.0,60,3170,VIC,9,1
206,Female,98,Statistician I,,Mass Customer,Yes,14.0,64,2066,NSW,9,0
207,Female,9,,,Mass Customer,No,7.0,24,4113,QLD,8,0
208,Male,57,Office Assistant III,Property,High Net Worth,No,5.0,24,4078,QLD,7,0
209,Male,9,Analog Circuit Design manager,,Affluent Customer,Yes,6.0,61,2222,NSW,11,0
210,Male,50,Assistant Manager,Property,Mass Customer,No,18.0,55,3152,VIC,9,1
211,Female,6,VP Marketing,Manufacturing,Mass Customer,Yes,5.0,44,2159,NSW,10,1
212,Female,21,Desktop Support Technician,IT,Affluent Customer,No,1.0,17,4503,QLD,4,0
213,Male,13,Actuary,Financial Services,High Net Worth,Yes,6.0,22,4655,QLD,4,1
214,Male,82,Food Chemist,Health,Mass Customer,No,6.0,61,4220,QLD,9,1
215,Female,37,Assistant Professor,Retail,High Net Worth,Yes,18.0,44,4012,QLD,3,1
216,Female,12,Quality Engineer,Financial Services,High Net Worth,Yes,7.0,23,2153,NSW,10,0
217,Female,63,,Manufacturing,High Net Worth,No,16.0,39,2070,NSW,11,1
218,Female,37,Administrative Officer,Property,High Net Worth,Yes,8.0,25,2015,NSW,8,0
219,Male,9,Database Administrator III,Health,Mass Customer,No,7.0,54,2776,NSW,8,1
220,Female,79,Electrical Engineer,Manufacturing,High Net Worth,No,9.0,64,3011,VIC,8,1
221,Female,14,Tax Accountant,Manufacturing,Mass Customer,No,14.0,38,2761,NSW,8,1
222,Male,89,Clinical Specialist,Health,Mass Customer,No,16.0,40,2015,NSW,11,0
223,Male,13,VP Sales,,Affluent Customer,Yes,14.0,35,2502,NSW,7,1
224,Male,2,Compensation Analyst,Financial Services,Affluent Customer,No,17.0,51,2110,NSW,12,0
225,Female,84,Pharmacist,Health,Affluent Customer,No,13.0,41,2566,NSW,9,0
226,Male,96,Database Administrator IV,Manufacturing,Mass Customer,No,20.0,41,2519,NSW,7,0
227,Male,99,Accountant I,Entertainment,Mass Customer,No,18.0,45,2506,NSW,9,0
228,Female,59,Systems Administrator II,Manufacturing,High Net Worth,No,12.0,32,2209,NSW,7,0
229,Male,30,,Property,High Net Worth,No,19.0,52,2116,NSW,10,0
230,Female,74,Internal Auditor,Property,High Net Worth,No,11.0,64,2075,NSW,11,1
231,Male,48,Design Engineer,Financial Services,Mass Customer,Yes,3.0,23,2226,NSW,10,0
232,Female,94,Professor,Retail,Mass Customer,No,12.0,31,2145,NSW,9,1
233,Male,34,Environmental Tech,Property,Mass Customer,No,13.0,32,2508,NSW,10,1
234,Female,71,Chief Design Engineer,Retail,High Net Worth,No,12.0,49,2036,NSW,10,1
235,Female,30,Social Worker,Health,Mass Customer,No,15.0,42,2018,NSW,8,1
236,Male,79,Research Nurse,Health,Affluent Customer,No,14.0,64,3666,VIC,2,0
237,Male,18,Account Coordinator,Property,High Net Worth,Yes,11.0,44,2021,NSW,11,1
238,Male,54,Programmer III,,Mass Customer,Yes,14.0,34,2750,NSW,8,0
239,Male,62,Registered Nurse,Health,Affluent Customer,No,3.0,26,4514,QLD,3,1
240,Male,49,Administrative Assistant III,IT,High Net Worth,Yes,15.0,29,2525,NSW,9,0
241,Male,94,Quality Engineer,Entertainment,Mass Customer,No,20.0,31,4152,QLD,7,0
242,Male,17,Nurse,Property,Affluent Customer,No,8.0,26,2200,NSW,9,1
243,Female,94,Teacher,Manufacturing,High Net Worth,Yes,14.0,42,2250,NSW,8,1
244,Male,57,,Retail,Affluent Customer,No,8.0,44,3023,VIC,6,0
245,Female,6,Associate Professor,Financial Services,Affluent Customer,No,1.0,17,3500,VIC,1,0
246,Female,63,Technical Writer,Manufacturing,High Net Worth,No,9.0,27,4300,QLD,5,1
247,Female,62,Staff Accountant II,Financial Services,High Net Worth,Yes,13.0,35,2283,NSW,4,1
248,Female,76,Clinical Specialist,Health,Affluent Customer,Yes,12.0,40,2102,NSW,10,1
249,Male,65,Quality Control Specialist,IT,High Net Worth,No,9.0,26,2204,NSW,11,1
250,Male,53,Legal Assistant,Health,Mass Customer,Yes,13.0,30,2040,NSW,10,1
251,Female,88,VP Sales,Financial Services,Affluent Customer,Yes,10.0,41,2749,NSW,8,0
252,Female,39,Account Coordinator,Property,Mass Customer,Yes,13.0,35,2304,NSW,7,0
253,Female,82,Food Chemist,Health,Mass Customer,Yes,1.0,21,2340,NSW,7,0
254,Female,98,Information Systems Manager,Retail,Mass Customer,No,14.0,57,3580,VIC,1,1
255,Female,2,Desktop Support Technician,IT,Mass Customer,No,5.0,64,3355,VIC,2,1
256,Female,16,Director of Sales,Health,High Net Worth,Yes,21.0,43,2287,NSW,7,0
257,Female,70,Sales Associate,Manufacturing,Affluent Customer,Yes,19.0,52,2324,NSW,5,0
258,Female,24,Administrative Officer,Manufacturing,High Net Worth,No,9.0,26,2323,NSW,6,0
259,Female,70,Senior Developer,Health,High Net Worth,Yes,3.0,35,2320,NSW,6,0
260,Female,47,Senior Quality Engineer,Health,High Net Worth,Yes,22.0,39,4680,QLD,2,1
261,Male,74,Structural Engineer,,Mass Customer,No,8.0,41,2346,NSW,1,1
262,Male,97,,Health,High Net Worth,Yes,10.0,41,2031,NSW,10,0
263,Female,89,Dental Hygienist,Health,High Net Worth,No,7.0,33,2064,NSW,9,1
264,Male,31,Technical Writer,Health,Mass Customer,No,11.0,41,2176,NSW,10,0
265,Male,74,Sales Representative,Retail,High Net Worth,Yes,18.0,53,3195,VIC,9,0
266,Female,69,Account Executive,Retail,Affluent Customer,No,18.0,29,2010,NSW,10,0
268,Female,60,Chemical Engineer,Manufacturing,Mass Customer,No,10.0,40,2752,NSW,9,0
269,Male,55,Nurse Practicioner,Property,Mass Customer,Yes,9.0,64,3802,VIC,7,0
270,Female,38,Budget/Accounting Analyst III,,Mass Customer,Yes,17.0,48,3071,VIC,10,1
271,Female,51,Financial Advisor,Financial Services,Mass Customer,No,4.0,27,4735,QLD,2,0
272,Female,22,Product Engineer,Retail,Mass Customer,Yes,1.0,31,2065,NSW,12,1
273,Male,54,Computer Systems Analyst IV,,Mass Customer,No,19.0,55,3081,VIC,9,1
274,Female,66,Social Worker,Health,Mass Customer,Yes,14.0,42,3205,VIC,8,0
275,Male,7,VP Sales,Health,High Net Worth,No,13.0,63,2165,NSW,4,1
276,Female,47,,Financial Services,Mass Customer,No,22.0,28,3125,VIC,8,1
277,Female,69,VP Product Management,,High Net Worth,No,15.0,62,4214,QLD,8,0
278,Male,22,Executive Secretary,,Affluent Customer,Yes,4.0,21,2030,NSW,12,0
279,Female,0,Web Designer I,Manufacturing,Mass Customer,No,11.0,37,2036,NSW,11,1
280,Male,15,Geologist I,,Affluent Customer,Yes,5.0,23,2767,NSW,8,1
281,Female,51,Cost Accountant,Financial Services,High Net Worth,Yes,8.0,46,2798,NSW,6,0
282,Male,82,VP Quality Control,Argiculture,High Net Worth,Yes,11.0,29,4211,QLD,5,0
283,Female,34,Assistant Manager,Retail,Mass Customer,No,2.0,27,4508,QLD,6,1
284,Male,38,Financial Analyst,Financial Services,High Net Worth,Yes,9.0,32,2032,NSW,11,0
285,Female,3,Community Outreach Specialist,Manufacturing,Mass Customer,No,12.0,41,2117,NSW,12,1
286,Male,99,Accounting Assistant II,Manufacturing,Affluent Customer,Yes,11.0,29,4551,QLD,7,0
288,Male,71,,Manufacturing,High Net Worth,No,9.0,33,3064,VIC,7,0
289,Female,43,Clinical Specialist,Health,High Net Worth,No,10.0,48,2023,NSW,9,1
291,Female,63,Assistant Media Planner,Entertainment,Mass Customer,No,4.0,47,3810,VIC,5,0
292,Female,42,VP Product Management,,Affluent Customer,Yes,9.0,57,4151,QLD,8,1
293,Male,80,Administrative Assistant III,Manufacturing,Mass Customer,Yes,20.0,29,2830,NSW,2,0
294,Male,39,Recruiting Manager,,High Net Worth,No,5.0,59,3030,VIC,7,1
295,Female,64,Database Administrator II,,Mass Customer,Yes,18.0,54,4812,QLD,6,1
296,Male,34,,Health,High Net Worth,Yes,17.0,46,2141,NSW,8,0
297,Female,33,Electrical Engineer,Manufacturing,High Net Worth,No,16.0,59,3810,VIC,7,0
298,Male,69,Engineer I,Manufacturing,High Net Worth,No,9.0,62,3029,VIC,8,1
299,Female,80,Budget/Accounting Analyst I,Financial Services,Mass Customer,Yes,7.0,62,2173,NSW,9,1
300,Male,88,Clinical Specialist,Health,Mass Customer,No,9.0,62,3199,VIC,9,0
301,Female,54,Developer IV,Manufacturing,High Net Worth,No,19.0,38,2320,NSW,7,0
302,Female,32,,Health,Mass Customer,No,13.0,41,4506,QLD,7,0
303,Female,59,Assistant Professor,Argiculture,Mass Customer,Yes,14.0,44,2516,NSW,9,0
304,Male,36,VP Marketing,Manufacturing,Mass Customer,Yes,15.0,49,2035,NSW,11,1
305,Female,1,Financial Analyst,Financial Services,Mass Customer,No,11.0,44,2747,NSW,4,1
306,Male,19,Registered Nurse,Health,High Net Worth,No,18.0,45,3030,VIC,3,0
307,Male,55,Clinical Specialist,Health,Affluent Customer,Yes,12.0,34,3152,VIC,9,1
308,Male,2,Database Administrator I,IT,High Net Worth,No,4.0,35,3340,VIC,5,1
309,Female,53,Clinical Specialist,Health,Mass Customer,Yes,21.0,44,3182,VIC,7,0
310,Female,0,Account Coordinator,Financial Services,Mass Customer,Yes,18.0,33,2450,NSW,9,1
311,Female,86,Internal Auditor,Health,High Net Worth,No,12.0,61,2227,NSW,10,1
