customer_id,last_transaction_date,no_of_purchases,total_spend,rscore,fscore,mscore,rfm_segment_str,rfm_score,rfm_label,target
137,2017-12-03,5,3507.0499999999997,4,2,2,422,8,,0
138,2017-10-27,7,4927.35,4,4,4,444,12,best,1
139,2017-12-04,9,10638.89,4,4,4,444,12,best,1
140,2017-12-27,6,7649.34,4,3,3,433,10,high potential,1
141,2017-07-24,3,4053.9800000000005,3,1,1,311,5,,0
142,2017-12-26,11,12474.74,4,4,4,444,12,best,1
143,2017-12-17,4,4689.21,4,2,2,422,8,,0
144,2017-12-24,8,8961.14,4,4,4,444,12,best,1
145,2017-12-02,7,8149.19,4,4,4,444,12,best,1
146,2017-06-19,2,1973.29,2,1,1,211,4,,0
147,2017-11-26,6,8079.09,4,3,3,433,10,high potential,1
148,2017-11-17,5,5808.83,4,2,2,422,8,,0
149,2017-12-12,5,6349.1900000000005,4,2,2,422,8,,0
150,2017-10-16,4,3630.96,4,2,2,422,8,,0
151,2017-12-30,8,13047.54,4,4,4,444,12,best,1
152,2017-07-25,2,2941.37,3,1,1,311,5,,0
153,2017-10-27,7,7808.16,4,4,4,444,12,best,1
154,2017-12-07,6,3558.31,4,3,3,433,10,high potential,1
155,2017-12-22,3,4008.51,4,1,1,411,6,,0
156,2017-12-14,5,4831.58,4,2,2,422,8,,0
157,2017-08-17,3,2041.86,3,1,1,311,5,,0
158,2017-10-26,6,7221.05,4,3,3,433,10,high potential,1
159,2017-10-25,6,6016.32,4,3,3,433,10,high potential,1
160,2017-09-28,2,3024.58,3,1,1,311,5,,0
161,2017-07-24,1,1148.64,3,1,1,311,5,,0
162,2017-09-23,3,3317.47,3,1,1,311,5,,0
163,2017-09-07,2,3089.24,3,1,1,311,5,,0
164,2017-06-15,3,2583.85,2,1,1,211,4,,0
165,2017-12-22,9,9893.75,4,4,4,444,12,best,1
166,2017-10-28,8,9737.72,4,4,4,444,12,best,1
167,2017-12-16,9,9888.61,4,4,4,444,12,best,1
168,2017-08-16,9,10135.25,3,4,4,344,11,high potential,1
169,2017-10-30,3,2065.08,4,1,1,411,6,,0
170,2017-09-21,3,3125.18,3,1,1,311,5,,0
171,2017-12-12,9,9865.380000000001,4,4,4,444,12,best,1
172,2017-12-19,8,10150.14,4,4,4,444,12,best,1
173,2017-12-15,9,14061.48,4,4,4,444,12,best,1
174,2017-12-19,10,12893.57,4,4,4,444,12,best,1
175,2017-10-27,5,6008.03,4,2,2,422,8,,0
176,2017-12-08,5,6733.15,4,2,2,422,8,,0
177,2017-11-23,11,11184.03,4,4,4,444,12,best,1
178,2017-11-28,4,3504.09,4,2,2,422,8,,0
179,2017-11-20,3,3168.84,4,1,1,411,6,,0
180,2017-12-19,7,7970.57,4,4,4,444,12,best,1
181,2017-11-10,6,5663.9,4,3,3,433,10,high potential,1
182,2017-12-17,7,9279.01,4,4,4,444,12,best,1
183,2017-09-19,6,5947.98,3,3,3,333,9,high potential,1
184,2017-11-28,3,3734.88,4,1,1,411,6,,0
185,2017-12-22,7,9254.279999999999,4,4,4,444,12,best,1
186,2017-12-07,6,5550.85,4,3,3,433,10,high potential,1
187,2017-12-16,7,6898.79,4,4,4,444,12,best,1
188,2017-12-15,6,5126.07,4,3,3,433,10,high potential,1
189,2017-12-27,5,8633.69,4,2,2,422,8,,0
190,2017-06-06,3,3071.06,2,1,1,211,4,,0
191,2017-09-16,1,1065.03,3,1,1,311,5,,0
192,2017-10-12,4,3836.29,4,2,2,422,8,,0
193,2017-12-06,5,7368.36,4,2,2,422,8,,0
194,2017-09-13,3,4313.530000000001,3,1,1,311,5,,0
195,2017-12-30,7,12479.46,4,4,4,444,12,best,1
196,2017-08-06,8,6346.61,3,4,4,344,11,high potential,1
197,2017-12-03,9,8456.02,4,4,4,444,12,best,1
198,2017-11-02,9,11648.85,4,4,4,444,12,best,1
199,2017-12-15,4,4323.860000000001,4,2,2,422,8,,0
200,2017-12-23,9,11117.36,4,4,4,444,12,best,1
201,2017-12-02,7,8208.64,4,4,4,444,12,best,1
202,2017-12-12,3,2511.82,4,1,1,411,6,,0
203,2017-12-19,5,4376.26,4,2,2,422,8,,0
204,2017-12-03,8,11444.0,4,4,4,444,12,best,1
205,2017-11-08,9,6904.88,4,4,4,444,12,best,1
206,2017-10-14,4,5633.8099999999995,4,2,2,422,8,,0
207,2017-03-26,3,4448.26,1,1,1,111,3,,0
208,2017-12-03,5,5158.98,4,2,2,422,8,,0
209,2017-09-14,5,6093.4800000000005,3,2,2,322,7,,0
210,2017-12-08,6,8805.2,4,3,3,433,10,high potential,1
211,2017-11-21,9,10073.76,4,4,4,444,12,best,1
212,2017-06-26,2,2429.8,2,1,1,211,4,,0
213,2017-12-02,11,13555.56,4,4,4,444,12,best,1
214,2017-11-04,6,6834.46,4,3,3,433,10,high potential,1
215,2017-12-27,8,8485.16,4,4,4,444,12,best,1
216,2017-12-14,5,5830.97,4,2,2,422,8,,0
217,2017-12-26,8,11465.25,4,4,4,444,12,best,1
218,2017-12-16,5,4232.68,4,2,2,422,8,,0
219,2017-11-20,7,7915.57,4,4,4,444,12,best,1
220,2017-12-15,6,7458.69,4,3,3,433,10,high potential,1
221,2017-12-12,6,6729.84,4,3,3,433,10,high potential,1
222,2017-12-10,2,2626.81,4,1,1,411,6,,0
223,2017-11-08,7,9805.5,4,4,4,444,12,best,1
224,2017-12-29,5,4216.53,4,2,2,422,8,,0
225,2017-11-23,3,2416.13,4,1,1,411,6,,0
226,2017-09-05,2,1639.95,3,1,1,311,5,,0
227,2017-12-04,5,5589.13,4,2,2,422,8,,0
228,2017-10-14,5,5178.17,4,2,2,422,8,,0
229,2017-10-31,5,4473.07,4,2,2,422,8,,0
230,2017-11-24,10,10591.710000000001,4,4,4,444,12,best,1
231,2017-11-15,4,5338.64,4,2,2,422,8,,0
232,2017-08-11,6,4132.44,3,3,3,333,9,high potential,1
233,2017-12-13,6,5218.62,4,3,3,433,10,high potential,1
234,2017-12-19,10,11557.99,4,4,4,444,12,best,1
235,2017-12-28,11,9629.61,4,4,4,444,12,best,1
236,2017-12-24,4,5255.34,4,2,2,422,8,,0
237,2017-12-04,8,7156.79,4,4,4,444,12,best,1
238,2017-09-14,5,5838.6,3,2,2,322,7,,0
239,2017-12-29,9,12986.130000000001,4,4,4,444,12,best,1
240,2017-10-03,5,4449.22,4,2,2,422,8,,0
241,2017-11-13,4,3855.87,4,2,2,422,8,,0
242,2017-08-21,7,7798.25,3,4,4,344,11,high potential,1
243,2017-10-17,6,8818.380000000001,4,3,3,433,10,high potential,1
244,2017-06-19,4,6290.66,2,2,2,222,6,,0
245,2017-12-18,5,4855.26,4,2,2,422,8,,0
246,2017-12-03,9,9724.98,4,4,4,444,12,best,1
247,2017-09-09,7,9778.37,3,4,4,344,11,high potential,1
248,2017-08-18,6,8368.65,3,3,3,333,9,high potential,1
249,2017-11-13,9,6569.14,4,4,4,444,12,best,1
250,2017-11-29,7,9866.27,4,4,4,444,12,best,1
251,2017-11-22,4,3425.0,4,2,2,422,8,,0
252,2017-10-29,5,5565.48,4,2,2,422,8,,0
253,2017-12-13,4,2189.85,4,2,2,422,8,,0
254,2017-11-19,7,9801.07,4,4,4,444,12,best,1
255,2017-11-03,12,14949.91,4,4,4,444,12,best,1
256,2017-12-30,5,5861.16,4,2,2,422,8,,0
257,2017-09-29,5,7616.05,3,2,2,322,7,,0
258,2017-12-12,5,4816.4,4,2,2,422,8,,0
259,2017-12-03,4,5329.9400000000005,4,2,2,422,8,,0
260,2017-12-22,9,8587.0,4,4,4,444,12,best,1
261,2017-11-10,9,9137.67,4,4,4,444,12,best,1
262,2017-12-20,5,4597.37,4,2,2,422,8,,0
263,2017-11-14,7,7902.84,4,4,4,444,12,best,1
264,2017-08-22,4,2790.3,3,2,2,322,7,,0
265,2017-10-12,4,4809.14,4,2,2,422,8,,0
266,2017-11-28,4,4191.43,4,2,2,422,8,,0
267,2017-08-22,4,5029.25,3,2,2,322,7,,0
268,2017-10-22,4,5104.56,4,2,2,422,8,,0
269,2017-07-15,5,5215.37,3,2,2,322,7,,0
270,2017-12-23,7,7413.610000000001,4,4,4,444,12,best,1
271,2017-06-11,2,2293.0200000000004,2,1,1,211,4,,0
272,2017-09-30,7,7345.17,3,4,4,344,11,high potential,1
273,2017-12-02,10,11372.24,4,4,4,444,12,best,1
274,2017-08-03,4,2597.6800000000003,3,2,2,322,7,,0
275,2017-08-20,7,8902.17,3,4,4,344,11,high potential,1
276,2017-12-27,6,6112.08,4,3,3,433,10,high potential,1
277,2017-12-09,4,4539.22,4,2,2,422,8,,0
278,2017-04-26,1,1228.07,2,1,1,211,4,,0
279,2017-12-16,6,3817.17,4,3,3,433,10,high potential,1
280,2017-11-17,11,12587.58,4,4,4,444,12,best,1
281,2017-12-21,4,3537.46,4,2,2,422,8,,0
282,2017-10-22,2,2565.84,4,1,1,411,6,,0
283,2017-09-30,6,8380.59,3,3,3,333,9,high potential,1
284,2017-08-19,5,5874.839999999999,3,2,2,322,7,,0
285,2017-12-23,6,6725.29,4,3,3,433,10,high potential,1
286,2017-07-28,3,4424.7,3,1,1,311,5,,0
288,2017-11-16,4,3936.5699999999997,4,2,2,422,8,,0
289,2017-11-16,10,11383.07,4,4,4,444,12,best,1
290,2017-12-19,5,5912.93,4,2,2,422,8,,0
291,2017-11-20,2,983.55,4,1,1,411,6,,0
292,2017-11-02,7,8825.97,4,4,4,444,12,best,1
293,2017-12-20,5,5175.56,4,2,2,422,8,,0
294,2017-09-06,7,8719.14,3,4,4,344,11,high potential,1
295,2017-11-26,7,5956.46,4,4,4,444,12,best,1
296,2017-12-22,3,4016.36,4,1,1,411,6,,0
297,2017-12-22,4,5674.71,4,2,2,422,8,,0
298,2017-12-22,11,12420.52,4,4,4,444,12,best,1
299,2017-09-29,7,10296.12,3,4,4,344,11,high potential,1
300,2017-07-27,5,7003.74,3,2,2,322,7,,0
301,2017-09-28,2,361.78,3,1,1,311,5,,0
302,2017-03-29,2,2024.93,1,1,1,111,3,,0
303,2017-11-17,3,3874.1800000000003,4,1,1,411,6,,0
304,2017-10-11,9,7284.7,4,4,4,444,12,best,1
305,2017-11-27,7,6385.26,4,4,4,444,12,best,1
306,2017-08-29,2,1362.46,3,1,1,311,5,,0
307,2017-12-15,8,8042.1900000000005,4,4,4,444,12,best,1
308,2017-12-05,6,7432.02,4,3,3,433,10,high potential,1
309,2017-12-21,4,5475.93,4,2,2,422,8,,0
310,2017-12-22,7,9065.04,4,4,4,444,12,best,1
311,2017-10-30,6,7559.06,4,3,3,433,10,high potential,1
312,2017-12-17,6,7564.12,4,3,3,433,10,high potential,1
313,2017-12-13,6,8979.0,4,3,3,433,10,high potential,1
314,2017-12-10,8,6264.7300000000005,4,4,4,444,12,best,1
315,2017-12-03,9,7677.51,4,4,4,444,12,best,1
316,2017-12-19,4,3813.84,4,2,2,422,8,,0
317,2017-11-09,5,6692.47,4,2,2,422,8,,0
318,2017-12-21,7,9276.07,4,4,4,444,12,best,1
319,2017-10-20,5,7051.54,4,2,2,422,8,,0
320,2017-12-18,10,11721.06,4,4,4,444,12,best,1
321,2017-12-18,5,5405.99,4,2,2,422,8,,0
322,2017-12-29,12,14782.23,4,4,4,444,12,best,1
323,2017-11-25,6,4992.110000000001,4,3,3,433,10,high potential,1
324,2017-12-09,5,2711.14,4,2,2,422,8,,0
325,2017-08-19,7,9377.09,3,4,4,344,11,high potential,1
326,2017-07-22,3,3419.08,3,1,1,311,5,,0
327,2017-12-14,5,6108.21,4,2,2,422,8,,0
328,2017-12-26,8,5739.53,4,4,4,444,12,best,1
329,2017-11-26,6,5425.24,4,3,3,433,10,high potential,1
330,2017-09-14,6,8513.2,3,3,3,333,9,high potential,1
331,2017-10-09,7,8593.36,4,4,4,444,12,best,1
332,2017-04-11,2,1362.46,2,1,1,211,4,,0
333,2017-12-08,7,6422.91,4,4,4,444,12,best,1
334,2017-11-04,6,6125.9,4,3,3,433,10,high potential,1
335,2017-12-06,2,2234.34,4,1,1,411,6,,0
336,2017-10-09,5,3711.9500000000003,4,2,2,422,8,,0
337,2017-11-23,6,5855.57,4,3,3,433,10,high potential,1
338,2017-12-20,7,8578.51,4,4,4,444,12,best,1
339,2017-11-02,5,6459.18,4,2,2,422,8,,0
340,2017-11-30,8,8079.91,4,4,4,444,12,best,1
341,2017-08-18,2,3532.9399999999996,3,1,1,311,5,,0
342,2017-09-28,4,2455.7599999999998,3,2,2,322,7,,0
343,2017-08-19,8,9085.16,3,4,4,344,11,high potential,1
344,2017-12-22,9,11386.87,4,4,4,444,12,best,1
345,2017-12-11,7,7446.139999999999,4,4,4,444,12,best,1
346,2017-12-18,9,8874.36,4,4,4,444,12,best,1
347,2017-11-01,7,12360.26,4,4,4,444,12,best,1
348,2017-08-27,6,5562.58,3,3,3,333,9,high potential,1
349,2017-07-17,5,4619.93,3,2,2,322,7,,0
350,2017-12-26,6,4728.13,4,3,3,433,10,high potential,1
351,2017-12-19,2,2832.11,4,1,1,411,6,,0
352,2017-12-05,6,8533.27,4,3,3,433,10,high potential,1
353,2017-12-07,11,13721.09,4,4,4,444,12,best,1
354,2017-10-24,6,5392.11,4,3,3,433,10,high potential,1
355,2017-11-15,5,4674.02,4,2,2,422,8,,0
356,2017-10-30,5,5765.9,4,2,2,422,8,,0
357,2017-12-15,8,8779.220000000001,4,4,4,444,12,best,1
358,2017-10-21,2,2129.82,4,1,1,411,6,,0
359,2017-12-22,10,8564.63,4,4,4,444,12,best,1
360,2017-12-22,5,6069.39,4,2,2,422,8,,0
361,2017-08-06,7,6592.67,3,4,4,344,11,high potential,1
362,2017-12-30,5,3486.48,4,2,2,422,8,,0
363,2017-12-16,6,11621.14,4,3,3,433,10,high potential,1
364,2017-12-19,6,6791.39,4,3,3,433,10,high potential,1
365,2017-11-10,7,8188.29,4,4,4,444,12,best,1
366,2017-09-06,6,5867.110000000001,3,3,3,333,9,high potential,1
367,2017-11-17,6,7014.01,4,3,3,433,10,high potential,1
368,2017-12-17,9,9300.06,4,4,4,444,12,best,1
369,2017-09-20,8,9536.35,3,4,4,344,11,high potential,1
370,2017-09-10,7,7633.95,3,4,4,344,11,high potential,1
371,2017-12-21,5,6859.8,4,2,2,422,8,,0
372,2017-11-29,8,6870.42,4,4,4,444,12,best,1
373,2017-05-21,1,1466.68,2,1,1,211,4,,0
374,2017-12-17,6,7756.64,4,3,3,433,10,high potential,1
375,2017-09-30,4,3460.33,3,2,2,322,7,,0
376,2017-11-17,3,1981.8899999999999,4,1,1,411,6,,0
377,2017-12-24,13,11607.86,4,4,4,444,12,best,1
378,2017-08-28,7,5827.91,3,4,4,344,11,high potential,1
379,2017-08-07,2,2849.83,3,1,1,311,5,,0
380,2017-11-25,8,10261.59,4,4,4,444,12,best,1
381,2017-12-28,8,8019.8,4,4,4,444,12,best,1
382,2017-11-25,7,6536.92,4,4,4,444,12,best,1
383,2017-11-09,3,3922.8999999999996,4,1,1,411,6,,0
384,2017-10-06,5,5068.24,4,2,2,422,8,,0
385,2017-10-13,9,10758.23,4,4,4,444,12,best,1
386,2017-10-25,5,5445.4400000000005,4,2,2,422,8,,0
387,2017-11-29,3,5303.1,4,1,1,411,6,,0
388,2017-11-05,3,2857.55,4,1,1,411,6,,0
389,2017-09-08,6,3948.4300000000003,3,3,3,333,9,high potential,1
390,2017-10-15,5,3465.8599999999997,4,2,2,422,8,,0
391,2017-11-04,4,3132.87,4,2,2,422,8,,0
392,2017-09-20,7,8157.6,3,4,4,344,11,high potential,1
393,2017-08-06,2,2728.3599999999997,3,1,1,311,5,,0
394,2017-11-15,8,7818.74,4,4,4,444,12,best,1
395,2017-11-30,7,7802.49,4,4,4,444,12,best,1
396,2017-12-01,6,6560.6900000000005,4,3,3,433,10,high potential,1
397,2017-11-15,6,4641.1,4,3,3,433,10,high potential,1
398,2017-12-18,7,4446.48,4,4,4,444,12,best,1
399,2017-09-28,5,6823.9,3,2,2,322,7,,0
400,2017-08-18,5,4266.01,3,2,2,322,7,,0
401,2017-12-01,7,7478.68,4,4,4,444,12,best,1
402,2017-11-04,6,8148.22,4,3,3,433,10,high potential,1
403,2017-11-04,6,6122.63,4,3,3,433,10,high potential,1
404,2017-12-12,9,9330.26,4,4,4,444,12,best,1
405,2017-12-16,6,7468.88,4,3,3,433,10,high potential,1
406,2017-09-15,6,5892.509999999999,3,3,3,333,9,high potential,1
407,2017-12-21,9,7837.83,4,4,4,444,12,best,1
408,2017-12-13,5,5252.97,4,2,2,422,8,,0
409,2017-12-17,4,3610.11,4,2,2,422,8,,0
410,2017-12-24,7,5472.9,4,4,4,444,12,best,1
411,2017-06-26,5,5130.24,2,2,2,222,6,,0
412,2017-12-03,3,3041.12,4,1,1,411,6,,0
413,2017-07-16,5,5306.63,3,2,2,322,7,,0
414,2017-11-13,6,4770.45,4,3,3,433,10,high potential,1
415,2017-04-26,2,3670.0,2,1,1,211,4,,0
416,2017-10-03,4,3114.4700000000003,4,2,2,422,8,,0
417,2017-10-21,8,9905.65,4,4,4,444,12,best,1
418,2017-12-02,6,6298.139999999999,4,3,3,433,10,high potential,1
419,2017-12-16,7,7917.43,4,4,4,444,12,best,1
420,2017-11-01,10,11080.54,4,4,4,444,12,best,1
421,2017-11-04,6,7222.93,4,3,3,433,10,high potential,1
422,2017-08-19,4,5465.0,3,2,2,322,7,,0
423,2017-08-11,5,5058.62,3,2,2,322,7,,0
424,2017-10-17,6,7857.62,4,3,3,433,10,high potential,1
425,2017-12-05,7,10925.23,4,4,4,444,12,best,1
426,2017-11-01,9,10506.86,4,4,4,444,12,best,1
427,2017-09-12,4,4678.55,3,2,2,322,7,,0
428,2017-11-09,8,9009.45,4,4,4,444,12,best,1
429,2017-12-12,7,6737.38,4,4,4,444,12,best,1
430,2017-10-26,6,7494.51,4,3,3,433,10,high potential,1
431,2017-09-23,2,3232.46,3,1,1,311,5,,0
432,2017-12-09,8,9237.06,4,4,4,444,12,best,1
433,2017-12-15,8,8961.9,4,4,4,444,12,best,1
434,2017-03-08,2,1945.46,1,1,1,111,3,,0
435,2017-09-19,4,5669.1,3,2,2,322,7,,0
436,2017-11-10,3,3374.59,4,1,1,411,6,,0
437,2017-11-12,6,5595.76,4,3,3,433,10,high potential,1
438,2017-11-09,8,12777.29,4,4,4,444,12,best,1
439,2017-09-22,6,6584.91,3,3,3,333,9,high potential,1
440,2017-12-19,8,7773.05,4,4,4,444,12,best,1
441,2017-10-29,3,2910.7200000000003,4,1,1,411,6,,0
442,2017-12-17,7,5714.68,4,4,4,444,12,best,1
443,2017-12-26,7,7525.93,4,4,4,444,12,best,1
444,2017-11-15,7,7147.11,4,4,4,444,12,best,1
445,2017-12-06,11,14593.220000000001,4,4,4,444,12,best,1
446,2017-11-08,8,10683.11,4,4,4,444,12,best,1
447,2017-12-30,6,6502.92,4,3,3,433,10,high potential,1
448,2017-06-25,5,6085.0599999999995,2,2,2,222,6,,0
449,2017-08-19,6,6240.950000000001,3,3,3,333,9,high potential,1
450,2017-10-09,3,3813.9700000000003,4,1,1,411,6,,0
451,2017-10-25,6,5925.52,4,3,3,433,10,high potential,1
452,2017-12-06,5,3872.4300000000003,4,2,2,422,8,,0
453,2017-11-19,8,6220.21,4,4,4,444,12,best,1
454,2017-11-11,7,9662.82,4,4,4,444,12,best,1
455,2017-10-24,3,4076.17,4,1,1,411,6,,0
